ID	種別	発見物名	ランク	説明	時代	ポイント	難易度	経験値	備考	最終更新日時	関連クエスト
315	地理	セントローレンス川	3	北米内陸から東岸へと流れ出る大河。川幅がとても広く、川の途中には大小様々な島が浮かぶ。		6	8	540	大陸の内側へ	2015-01-27 02:09:17	2952:大陸の内側へ
2938	地理	セントローレンス島	4	ベーリング海峡の南にある島。多くの海鳥やセイウチなどの動物の生息地となっている。		6	8	650	ベーリング海峡付近の地理調査	2016-10-04 17:27:40	5622:ベーリング海峡付近の地理調査
317	地理	ソコトラ（地理）	1	アデンの東に浮かぶ島である。歴史は古く、軍事的に重要な場所。		2	4	190	書きかけの地図	2015-04-06 00:05:54	647:書きかけの地図
318	地理	ソロモン海	2	ニューギニア島の東に広がる海。周囲を諸島に囲まれており、その諸島に暮らす人々は古くから交流をもっているという。雨季には突然の暴風雨に見舞われることもあるが、それ以外はサンゴ礁の発達した穏やかな海といえる。		7	6	320	ニューギニア島東の海域調査	2015-01-27 02:09:17	1648:ニューギニア島東の海域調査
3382	地理	ソロモン諸島	2	16世紀のスペイン人探検家、アルバロ・デ・メンダーニャ・デ・ネイラが発見した群島のひとつ。<br>島の名前は、海岸で砂金を見つけたことでソロモン王の財宝の島とメンダーニャが仮定したことに由来する。			5			2019-01-26 18:05:37	6271:書きかけの地図
319	地理	タイガ	4	シベリア地方に広がる針葉樹林。<br>どうやら地域によっては樹林の種類が異なるらしく、遠くから見ると色が違って見える。		4	6	650	凍土の森林	2015-01-27 02:09:17	3616:凍土の森林
320	地理	タイミル半島	4	北極海に大きく突き出た半島。半島の中央を山脈が走り、その東西の低地を河が流れる。永久凍土であるが、人が生活していた形跡がある。		4	8	790	北東航路の目印	2015-01-27 02:09:17	3650:北東航路の目印
321	地理	タスマン海	1	オーストラリアの南東に横たわる海。付近には暖流が流れているため、沿岸の気温は暖かく過ごしやすいが、暴風地帯でもある。		5	5	135	書きかけの地図	2015-01-27 02:09:17	1551:書きかけの地図
322	地理	タティオ間欠泉群	1	アタカマ砂漠内にある間欠泉。標高4500mの場所にある。熱湯が地中から噴出し、蒸気が空に登る様は、非常に幻想的だ。		3	7	200	書きかけの地図<br><br>コピアポの門の外	2015-02-04 21:13:24	1787:書きかけの地図
323	地理	タヒチ島	4	アオテアロアの北東にある島。沿岸部には黒い砂浜が見られる。この島の住人はアオテアロアの住人と同じく、精緻な文様の刺青を施している。さらに言葉まで非常に似通っているようだ。ここがハワイキなのだろうか…。		9	9	732	とこしえの地	2015-01-27 02:09:17	1643:とこしえの地
2844	地理	タプー島	3	アンダマン海に面したパンガー湾にある海食柱。石灰岩でできており、長い時間をかけて雨や波に浸食され、今の形となった。		3	6			2016-04-20 01:56:54	5514:不思議な島
324	地理	タンメル湖	3	ブリテン島の北部に位置する、東西に延びた細長い湖。深い青の湖水の周りを、緑の木立や田園風景が取り巻いている。特に、北東岸からの景観がひときわ美しい。		3	6	510	ブリテン島の保養地	2015-01-27 02:09:17	3292:ブリテン島の保養地
327	地理	ダーウィン湖	4	ガラパゴス諸島の中で一番大きな島にある塩湖。海よりも水面が高く、雨もほとんど降らないにもかかわらず、湖水が枯れることはないという。		8	9	750	森の奥の謎	2015-01-27 02:09:17	2240:森の奥の謎
2517	地理	ダイヤモンドヘッド		ハワイ島の北西の島に位置する山脈。巨大な火山烟云に上っていた火口の迹が残っている。山頂付近で発見された透明な石は、ダイヤモンドを連想させる。		3	3	130	書きかけの地図	2018-02-20 22:07:08	4798:書きかけの地図
325	地理	ダリエン山脈	1	南米大陸北西岸から中米にかけて走る山脈。高温多湿であり、山間部は常に霧に覆われた密林が広がっている。密林は蘭の花だけでも1000種以上という多様性をもつなど、まさに動植物の楽園である。		3	5	160	書きかけの地図	2015-01-27 02:09:17	1798:書きかけの地図
326	地理	ダリエン湾	1	カリブ海南方の湾。コロン提督が訪れ、以後イスパニア人の手によって港が建造された。天然の良港として知られる。		5	4	120	新大陸西岸への道	2015-01-27 02:09:17	1210:新大陸西岸への道
3097	地理	チェリュスキン岬	4	ユーラシア大陸最北端の岬。<br>北東航路において、航海の重要な目印となるだろう。						2017-04-06 13:39:52	3680:ユーラシアの最北端
329	地理	チェンドラワシ湾	2	ニューギニア島北西にある湾。蓋をするような位置に島がある。海賊の襲撃に対する注意が必要だろう。		5	7	220	書きかけの地図	2015-01-27 02:09:17	1335:書きかけの地図
330	地理	チグリス川	2	ペルシャを流れる大河で、ユーフラテス川と合流する。この流域は非常に古くから文明が栄えていたようで、独特の遺物が発見されるそうだ。いまは乾燥地帯だが、昔は豊かな土地だったのかもしれない。		3	5	250	古代文明を育てた川	2015-01-27 02:09:17	563:古代文明を育てた川
331	地理	チチカカ湖	5	標高3800mの位置にある湖。天空の湖とも呼ばれ、その昔、創造神であるヴィラコチャが降り立った湖と言い伝えられている。湖の周りには、多くの遺跡が残されている。		7	10	830	神が降り立つ湖	2015-01-27 02:09:17	1772:神が降り立つ湖
332	地理	チャオプラヤ川	4	ヤーデインの西に広がる湾の最奥に河口を持つ大河。下流域では、その豊かな水量を利用し、浮稲による稲作が行われている。運河としても広く利用されているようだ。		7	8	636	王朝を支える川	2015-01-27 02:09:17	1320:王朝を支える川
333	地理	チャグレス川	2	カリブ海側から内陸へ続く川。この川を利用し、地峡を越えることができれば運河が開通するのだが…。		4	5	310	［勅命］[[運河開通予定場所の調査	2015-01-27 02:09:17	1880:運河開通予定場所の調査,2095:街周辺の地形調査
334	地理	チャゴス諸島	2	インド洋の中央付近に点在する島々。ほとんどがサンゴ礁におおわれている。インドからは1600kmあまり離れている。耕作は不可能で人が定住するのは無理だろう。		4	6	380	大海原の真ん中	2015-01-27 02:09:17	808:大海原の真ん中
3289	地理	チャシコツ岬	3	日本北部にある岬で、現地の地名「ウトロ」に由来するウトロチャシという砦跡がある。現地の言葉で砦や集会場を「チャシ」、その跡を「チャシコツ」と呼ぶ。初めは聖域や集会場だったものが、後に砦の機能も持つようになったようだ。		4	12	490		2018-04-22 16:16:45	6135:書きかけの地図
336	地理	チュクチ山脈	2	チュクチ半島の根元に広がる大きな山脈。近辺には他にも山脈が走り、周辺全体が山がちであるということが分かる。		7	7	390	書きかけの地図	2015-01-27 02:09:17	3684:書きかけの地図
335	地理	チュクチ半島	2	ベーリング海峡に接する半島。極寒の土地だが、氷の大地の下に豊富な資源が眠っているのか、人が生活していた形跡がある。		4	6	360	書きかけの地図	2015-01-27 02:09:17	3652:書きかけの地図
3002	地理	チョモランマ	3	何物をも拒む急峻さを持つ、巨大な山。神ならぬ身である人間が、その頂を制覇するのは、いつになるだろうか。		5	7		2017.02.07新規追加	2017-02-08 22:56:06	5714:世界でもっとも高い山
337	地理	ツブカル山	3	アトラス山脈の西部に連なるモロッコ最高峰の山。山頂からはアトラス山脈の雄大な景色を見ることができる。		4	6	500	山脈の頂上	2015-01-27 02:09:17	3260:山脈の頂上
338	地理	ティウィ	1	オーストラリア北部にある島。ファン・ディーメン湾を越えるとアーネムランドがある。東のメルヴィル島、西のバサースト島のふたつを合わせてティウィと呼ぶ。ティウィ人が独特の文化を守って暮らしている。		4	3	75	書きかけの地図	2015-01-27 02:09:17	1549:書きかけの地図
339	地理	ティモール島	3	小スンダ列島の中でも最東部に位置する島。雨が少なく、農業に向いている土地とは言い難い。<br>しかし、高価な香料である白檀を産するようだ。		7	7	473	列島の東端	2015-01-27 02:09:17	1328:列島の東端
340	地理	テネリフェ島	1	カナリア諸島の中で一番大きな島である。長さは100km、幅は50km程度で土地はよく肥えている。しかし、標高3700mにもなるテイデ火山があり、定住には充分な調査が必要となるだろう。		3	1	40	カナリア諸島の調査	2015-01-27 02:09:17	103:カナリア諸島の調査
341	地理	テラ・ノヴァ	5	新大陸北部にある島。夏でも山間部で雪が残るなど、冷涼である。近年ジェノヴァ生まれの航海者カボットが到達した。その五百年前にヴァイキングが到達したと伝わっている、「ヴィンランド（ぶどうの地）」と考えられる。		9	14	1230	ぶどうの地に見た未来	2015-02-14 13:14:13	3186:ぶどうの地に見た未来
